"";"ID";"Exact.age";"Age..BNC1994.groups.";"Age.range";"Gender";"Nationality";"Place.of.birth";"Country.of.birth";"First.language";"Linguistic.origin";"Accent.dialect.as.reported";"City.town.living";"Country.living";"Duration.living..years.";"Dialect.at.Level.1";"Dialect.at.Level.2";"Dialect.at.Level.3";"Dialect.at.Level.4";"Highest.qualification";"Occupation..title";"Class..Social.grade";"Class..NS.SEC";"L2..if.bilingual.";"Foreign.languages.spoken";"Part.of.core.set.of.speakers";"No..Utterance.units.linked.to.this.Speaker.ID";"total";"age_numeric";"include";"age_bins"
"96";"S0096";NA;"Unknown";"30-39";"Female";"British";"York";"England";"English";"England";"Northern";"Rochdale, Greater Manchester";"England";"30 years";"uk";"england";"north";"unspecified";"Postgrad";"Careers Consultant";"B";"2";"Kutchi";"";"Not in core set";258;2261;34;TRUE;"30-39"
"97";"S0097";NA;"Unknown";"30-39";"Male";"British";"Stourbridge, West Midlands";"England";"English";"England";"Midlands";"Melbourne, Hertfordshire";"England";"3 years";"uk";"england";"midlands";"unspecified";"Postgrad";"Engineer";"C2";"5";"";"";"Not in core set";543;4159;34;TRUE;"30-39"
"98";"S0098";NA;"Unknown";"19-29";"Male";"British";"Colchester, Essex";"England";"English";"England";"Lancashire";"Salford, Greater Manchester";"England";"6 months";"uk";"england";"north";"northwest";"Secondary";"Student";"E";"* (uncategorised)";"";"";"Not in core set";100;808;25;TRUE;"20-29"
"99";"S0099";NA;"Unknown";"19-29";"Male";"British";"Newry";"Northern Ireland";"English";"Northern Ireland";"N Irish";"Salford, Greater Manchester";"England";"1 year";"uk";"n_ireland";"n_ireland";"n_ireland";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";79;861;25;TRUE;"20-29"
"100";"S0100";NA;"Unknown";"19-29";"Female";"British";"Lancaster, Lancashire";"England";"English";"England";"Lancashire";"Salford, Greater Manchester";"England";"1 year";"uk";"england";"north";"northwest";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";135;1135;25;TRUE;"20-29"
"101";"S0101";NA;"Unknown";"19-29";"Male";"British";"Lancaster, Lancashire";"England";"English";"England";"Lancashire";"Morecambe, Lancashire";"England";"19 years";"uk";"england";"north";"northwest";"Sixth-form";"";"Unknown";"Unknown";"";"German -- Beginner";"Not in core set";157;1254;25;TRUE;"20-29"
"102";"S0102";NA;"Unknown";"Nov 18";"Male";"British";"Warrington, Cheshire";"England";"English";"England";"North West";"Salford, Greater Manchester";"England";"6 months";"uk";"england";"north";"northwest";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";141;968;14;TRUE;"10-19"
"103";"S0103";NA;"60+";"70-79";"Male";"British";"Essex";"England";"English";"England";"Essex";"Birmingham";"England";"35 years";"uk";"england";"south";"southeast";"Sixth-form";"Retired Managing Director";"E";"8";"";"German -- Beginner";"Not in core set";353;7029;74;TRUE;"70+"
"104";"S0104";49;"45-59";"40-49";"Female";"British";"Kemsing, Kent";"England";"English";"England";"Kent";"Ashford, Kent";"England";"24 years";"uk";"england";"south";"southeast";"Sixth-form";"Registered general nurse";"B";"2";"";"";"In core set";5,442;56732;49;TRUE;"40-49"
"105";"S0105";35;"35-44";"30-39";"Male";"English";"Bristol";"England";"English";"England";"Southern";"Cambridge";"England";"28 years";"uk";"england";"south";"unspecified";"Sixth-form";"Director";"A";"01:01";"";"";"Not in core set";103;917;35;TRUE;"30-39"
"106";"S0106";26;"25-34";"19-29";"Male";"British";"Lincoln";"England";"English";"England";"None indicated";"Cambridge";"England";"5 years, 5 months";"unspecified";"unspecified";"unspecified";"unspecified";"Postgrad";"PhD student";"A";"01:02";"";"";"Not in core set";77;911;26;TRUE;"20-29"
"107";"S0107";59;"45-59";"50-59";"Male";"British";"Surrey";"England";"English";"England";"Southern";"Farnborough, Hampshire";"England";"26 years";"uk";"england";"south";"unspecified";"Graduate";"Business Ananlyst";"A";"01:02";"";"French -- Beginner; German -- Beginner";"Not in core set";34;279;59;TRUE;"50-59"
"108";"S0108";21;"15-24";"19-29";"Female";"British";"Ashford, Kent";"England";"English";"England";"South East Kent";"Faversham";"England";"1.5 years";"uk";"england";"south";"southeast";"Sixth-form";"Hairdresser";"D";"7";"";"";"Not in core set";338;2956;21;TRUE;"20-29"
"109";"S0109";27;"25-34";"19-29";"Female";"British";"";"England";"English";"England";"Southern";"Cambridge";"England";"2 years";"uk";"england";"south";"unspecified";"Graduate";"Editor";"B";"2";"";"French -- Intermediate";"Not in core set";889;8152;27;TRUE;"20-29"
"110";"S0110";57;"45-59";"50-59";"Male";"British";"Southport";"England";"English";"England";"Kent";"Ashford, Kent";"England";"25 years";"uk";"england";"south";"southeast";"Sixth-form";"Head of Department";"B";"2";"";"";"Not in core set";1,444;8362;57;TRUE;"50-59"
"111";"S0113";NA;"Unknown";"19-29";"Male";"British";"";"England";"English";"England";"Northern";"Salford, Greater Manchester";"England";"3 years";"uk";"england";"north";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"French -- Beginner";"Not in core set";82;750;25;TRUE;"20-29"
"112";"S0114";NA;"60+";"70-79";"Female";"British";"Birmingham";"England";"English";"England";"Midlands";"Eccleshall, Staffordshire";"England";"7 years";"uk";"england";"midlands";"unspecified";"Graduate";"Retired teacher";"E";"8";"";"";"Not in core set";98;2497;74;TRUE;"70+"
"113";"S0115";NA;"Unknown";"30-39";"Male";"British";"Birmingham";"England";"English";"England";"Midlands";"Cambridge";"England";"2 years, 2 months";"uk";"england";"midlands";"unspecified";"Postgrad";"PhD student";"A";"01:02";"";"French -- Advanced; German -- Advanced";"Not in core set";7,874;111897;34;TRUE;"30-39"
"114";"S0116";NA;"Unknown";"19-29";"Female";"Irish";"";"Ireland";"English";"Ireland";"Irish";"Salford, Greater Manchester";"England";"1 month";"non_uk";"r_ireland";"r_ireland";"r_ireland";"Graduate";"Student Nurse";"B";"2";"";"Irish -- Advanced; French -- Beginner";"Not in core set";80;1425;25;TRUE;"20-29"
"115";"S0117";NA;"Unknown";"19-29";"Female";"British";"";"";"English";"England";"North West";"Stockport, Greater Manchester";"England";"20 years";"uk";"england";"north";"northwest";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";68;378;25;TRUE;"20-29"
"116";"S0118";NA;"Unknown";"30-39";"Male";"British";"Salford, Greater Manchester";"England";"English";"England";"North West";"Salford, Greater Manchester";"England";"30 years, 9 months";"uk";"england";"north";"northwest";"Sixth-form";"Site services manager";"B";"2";"";"";"Not in core set";183;1067;34;TRUE;"30-39"
"117";"S0119";NA;"Unknown";"19-29";"Male";"British";"Cambridge";"England";"English";"England";"London";"Cambridge";"England";"26 years";"uk";"england";"south";"london";"Graduate";"Publications Manager";"B";"2";"";"";"Not in core set";288;5117;25;TRUE;"20-29"
"118";"S0120";23;"15-24";"19-29";"Male";"British & German";"Pembury, Kent";"England";"English";"England";"Southern";"Cambridge";"England";"4 years, 6 months";"uk";"england";"south";"unspecified";"Postgrad";"Graduate Civil Engineer";"C1";"4";"";"German -- Advanced; French -- Advanced";"Not in core set";2,152;15668;23;TRUE;"20-29"
"119";"S0121";NA;"Unknown";"19-29";"Female";"British";"Bolton, Greater Manchester, England";"England";"English";"England";"Northern";"Bolton, Lancashire";"England";"21 years";"uk";"england";"north";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"Gujarati";"Urdu -- Advanced; Arabic -- Intermediate";"Not in core set";10;61;25;TRUE;"20-29"
"120";"S0122";NA;"Unknown";"19-29";"Male";"British";"Salford, Greater Manchester";"England";"English";"England";"North West";"Salford, Greater Manchester";"England";"27 years";"uk";"england";"north";"northwest";"Sixth-form";"Handy person/ joiner";"C1";"4";"";"";"Not in core set";144;1176;25;TRUE;"20-29"
"121";"S0123";30;"25-34";"19-29";"Male";"British";"";"England";"English";"England";"Southern";"Cambridge";"England";"6 years";"uk";"england";"south";"unspecified";"Graduate";"Computer game development";"A";"01:02";"";"German -- Advanced; French -- Advanced";"Not in core set";708;8757;30;TRUE;"30-39"
"122";"S0124";NA;"Unknown";"19-29";"Female";"British";"";"India";"English";"England";"Northern";"Bolton, Lancashire";"England";"15 years, 4 months";"uk";"england";"north";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"Gujarati";"French -- Beginner; German -- Beginner";"Not in core set";8;72;25;TRUE;"20-29"
"123";"S0125";NA;"Unknown";"30-39";"Female";"British";"Cardiff";"Wales";"English";"England";"Welsh";"Birmingham";"England";"7 years";"uk";"wales";"wales";"wales";"Postgrad";"Student / design freelancer";"C1";"3";"";"Welsh -- Advanced; Finnish -- Intermediate";"Not in core set";366;3972;34;TRUE;"30-39"
"124";"S0126";NA;"60+";"60-69";"Female";"Irish";"";"Ireland";"English";"Ireland";"Irish";"Manchester";"England";"38 years";"non_uk";"r_ireland";"r_ireland";"r_ireland";"Graduate";"Library Assistant";"C1";"3";"";"";"Not in core set";85;1042;64;TRUE;"60-69"
"125";"S0127";24;"15-24";"19-29";"Male";"British";"Preston, Lancashire";"England";"English";"England";"Northern";"Cambridge";"England";"6 months";"uk";"england";"north";"unspecified";"Graduate";"Church worker";"B";"2";"";"";"Not in core set";160;2393;24;TRUE;"20-29"
"126";"S0128";NA;"Unknown";"19-29";"Male";"British";"Welwyn Garden City, Hertfordshire";"England";"English";"England";"Southern";"Salford, Greater Manchester";"England";"6 months";"uk";"england";"south";"unspecified";"Sixth-form";"Student/ bar tender";"D";"7";"";"";"Not in core set";146;949;25;TRUE;"20-29"
"127";"S0129";NA;"Unknown";"30-39";"Male";"British";"Birmingham";"England";"English";"England";"Midlands";"Birmingham";"England";"36 years";"uk";"england";"midlands";"unspecified";"Graduate";"Senior content producer, BBC";"B";"2";"";"Gujarati -- Advanced";"Not in core set";351;2630;34;TRUE;"30-39"
"128";"S0130";NA;"Unknown";"19-29";"Male";"British";"Sheffield, Yorkshire";"England";"English";"England";"Northern";"Salford, Greater Manchester";"England";"1 year";"uk";"england";"north";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"Spanish -- level unspecified";"Not in core set";109;1912;25;TRUE;"20-29"
"129";"S0131";NA;"45-59";"50-59";"Female";"British";"London";"England";"English";"England";"Midlands";"Birmingham";"England";"30 years";"uk";"england";"midlands";"unspecified";"Postgrad";"Teacher";"B";"2";"";"French -- Advanced; German -- Intermediate";"Not in core set";414;12671;54;TRUE;"50-59"
"130";"S0132";NA;"Unknown";"19-29";"Female";"British";"";"England";"English";"England";"Northern";"Stockport, Greater Manchester";"England";"28 years";"uk";"england";"north";"unspecified";"Postgrad";"Enquiry Desk Specialist";"C1";"3";"";"Urdu -- Advanced";"Not in core set";285;3256;25;TRUE;"20-29"
"131";"S0133";NA;"Unknown";"19-29";"Female";"British";"Halifax, Yorkshire";"England";"English";"England";"Yorkshire";"Todmorden, Yorkshire";"England";"20 years";"uk";"england";"north";"yorkshire";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";300;1825;25;TRUE;"20-29"
"132";"S0134";NA;"Unknown";"19-29";"Female";"British";"Frimley, Surrey";"England";"English";"England";"Southern";"Salford, Greater Manchester";"England";"6 months";"uk";"england";"south";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";192;1138;25;TRUE;"20-29"
"133";"S0135";NA;"Unknown";"19-29";"Female";"British";"West Sussex";"England";"English";"England";"Southern";"Haywards Heath, Sussex";"England";"19 years";"uk";"england";"south";"unspecified";"Postgrad";"Admin / Secretarial";"C1";"3";"";"";"Not in core set";1,94;16145;25;TRUE;"20-29"
"134";"S0136";NA;"Unknown";"19-29";"Female";"British";"Tomsk";"Russia";"English";"England";"Eastern European";"Cambridge";"England";"11 months";"non_uk";"non_uk";"non_uk";"non_uk";"Graduate";"Reprographics, IT administrator";"B";"2";"Russian";"German -- Beginner";"Not in core set";190;3627;25;TRUE;"20-29"
"135";"S0137";NA;"Unknown";"19-29";"Male";"British";"Northampton";"England";"English";"England";"Midlands";"Salford, Greater Manchester";"England";"6 months";"uk";"england";"midlands";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";79;699;25;TRUE;"20-29"
"136";"S0138";NA;"45-59";"50-59";"Male";"British";"Leeds, Yorkshire";"England";"English";"England";"Yorkshire";"Liverpool, Merseyside";"England";"12 years";"uk";"england";"north";"yorkshire";"Sixth-form";"Area manager for a chain of gyms";"B";"2";"";"";"Not in core set";161;3706;54;TRUE;"50-59"
"137";"S0139";NA;"Unknown";"19-29";"Female";"British";"Nottingham";"England";"English";"England";"Midlands";"Manchester";"England";"2 years";"uk";"england";"midlands";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";190;2192;25;TRUE;"20-29"
"138";"S0140";NA;"Unknown";"Nov 18";"Female";"British";"Stoke-on-Trent, Staffordshire";"England";"English";"England";"North West";"Salford, Greater Manchester";"England";"6 months";"uk";"england";"north";"northwest";"Sixth-form";"Student";"E";"* (uncategorised)";"";"French -- Intermediate; German -- Intermediate";"Not in core set";203;3121;14;TRUE;"10-19"
"139";"S0141";35;"35-44";"30-39";"Female";"British";"Aylesbury, Buckinghamshire";"England";"English";"England";"Southern";"Cambridge";"England";"11 years";"uk";"england";"south";"unspecified";"Postgrad";"Church worker";"B";"2";"";"";"Not in core set";136;1706;35;TRUE;"30-39"
"140";"S0142";NA;"60+";"60-69";"Male";"British";"London";"England";"English";"England";"London";"Norwich, Norfolk";"England";"10 years";"uk";"england";"south";"london";"Secondary";"Mechanic";"C2";"5";"";"";"Not in core set";1,196;14811;64;TRUE;"60-69"
"141";"S0143";NA;"60+";"60-69";"Female";"British";"Norwich, Norfolk";"England";"English";"England";"Norfolk";"Norwich, Norfolk";"England";"60 years";"uk";"england";"south";"eastern_engl";"Secondary";"Housewife";"E";"8";"";"";"Not in core set";243;2073;64;TRUE;"60-69"
"142";"S0144";36;"35-44";"30-39";"Male";"British";"London";"England";"English";"England";"Southern";"Norwich, Norfolk";"England";"8";"uk";"england";"south";"unspecified";"Postgrad";"Lecturer";"A";"01:02";"";"";"In core set";18,112;144222;36;TRUE;"30-39"
"143";"S0145";24;"15-24";"19-29";"Female";"British";"Nottingham";"England";"English";"England";"Southern";"Cambridge";"England";"3 years";"uk";"england";"south";"unspecified";"Graduate";"Student";"E";"* (uncategorised)";"";"French -- Beginner; Spanish -- Beginner";"Not in core set";207;2049;24;TRUE;"20-29"
"144";"S0146";NA;"Unknown";"30-39";"Female";"British";"London";"England";"English";"England";"Southern";"Birmingham";"England";"5 years";"uk";"england";"south";"unspecified";"Postgrad";"Journalist / editor";"B";"2";"";"Punjubi -- Advanced; French -- Beginner";"Not in core set";1,06;18077;34;TRUE;"30-39"
"145";"S0147";NA;"45-59";"50-59";"Female";"British";"";"";"English";"England";"Northern";"Bolton, Lancashire";"England";"30 years";"uk";"england";"north";"unspecified";"Secondary";"Student advisor";"B";"2";"";"";"Not in core set";275;2490;54;TRUE;"50-59"
"146";"S0148";23;"15-24";"19-29";"Female";"British";"Bristol";"England";"English";"England";"Bristolian";"Reading";"England";"5 years";"uk";"england";"south";"southwest";"Sixth-form";"Primary School Teacher";"B";"2";"German";"";"Not in core set";107;1334;23;TRUE;"20-29"
"147";"S0149";25;"25-34";"19-29";"Female";"British";"Guildford";"England";"English";"England";"None indicated";"Reading";"England";"5 years";"unspecified";"unspecified";"unspecified";"unspecified";"Unknown";"Teacher";"B";"2";"";"";"In core set";191;2531;25;TRUE;"20-29"
"148";"S0150";NA;"45-59";"50-59";"Female";"Australian";"";"New Zealand";"English";"New Zealand";"Australian/ New Zealand";"Sale, Greater Manchester";"England";"15 years";"non_uk";"non_uk";"non_uk";"non_uk";"Graduate";"Librarian";"B";"2";"";"";"Not in core set";211;863;54;TRUE;"50-59"
"149";"S0151";NA;"Unknown";"19-29";"Male";"British";"Inverness";"Scotland";"English";"Scotland";"Scottish";"Cambridge";"England";"1 year, 6 months";"uk";"scotland";"scotland";"scotland";"Postgrad";"Consultant";"A";"01:02";"";"German -- Advanced";"Not in core set";448;4509;25;TRUE;"20-29"
"150";"S0152";52;"45-59";"50-59";"Male";"British";"Birmingham";"England";"English";"England";"Birmingham";"Dereham, Norfolk";"England";"22";"uk";"england";"midlands";"w_midlands";"Postgrad";"Teacher";"B";"2";"";"";"In core set";10,599;128107;52;TRUE;"50-59"
"151";"S0153";16;"15-24";"Nov 18";"Female";"British";"Norwich, Norfolk";"England";"English";"England";"Norfolk";"Mattishal, Norfolk";"England";"14 years";"uk";"england";"south";"eastern_engl";"Secondary";"student";"E";"* (uncategorised)";"";"";"Not in core set";1,047;8406;16;TRUE;"10-19"
"152";"S0154";14;"0-14";"Nov 18";"Female";"British";"Norwich, Norfolk";"England";"English";"England";"Norfolk";"Mattishal, Norfolk";"England";"11 years";"uk";"england";"south";"eastern_engl";"Secondary";"student";"E";"* (uncategorised)";"";"";"In core set";1,673;15715;14;TRUE;"10-19"
"153";"S0155";42;"35-44";"40-49";"Male";"British";"Bridlington, Yorkshire";"England";"English";"England";"Yorkshire";"Cambridge";"England";"17 years";"uk";"england";"north";"yorkshire";"Graduate";"Scientist";"A";"01:02";"";"";"In core set";138;1275;42;TRUE;"40-49"
"154";"S0156";NA;"Unknown";"19-29";"Female";"British";"Bradford, Yorkshire";"England";"English";"England";"Northern";"Salford, Greater Manchester";"England";"7 months";"uk";"england";"north";"unspecified";"Sixth-form";"Student";"E";"* (uncategorised)";"";"";"Not in core set";25;122;25;TRUE;"20-29"
